transcript_id	counts	Gene
ENST00000375577.5	57	ENSG00000187144.11
ENST00000454525.1	117	ENSG00000231801.2
ENST00000447034.1	8	ENSG00000116833.14
ENST00000508565.2	138	ENSG00000249051.2
ENST00000407780.8	14	ENSG00000160223.18
ENST00000636055.1	93	ENSG00000283188.1
ENST00000553963.1	58	ENSG00000258516.2
ENST00000568031.1	23	ENSG00000261327.5
ENST00000667503.1	56	ENSG00000239572.3
ENST00000381750.9	12	ENSG00000120158.12
ENST00000511002.6	26	ENSG00000125089.18
ENST00000599784.1	144	ENSG00000267898.1
ENST00000666432.2	4	ENSG00000231999.8
ENST00000512599.1	134	ENSG00000249405.1
ENST00000447547.1	47	ENSG00000224300.1
ENST00000579437.1	50	ENSG00000263683.1
ENST00000361171.8	38	ENSG00000196814.15
ENST00000434396.2	48	ENSG00000230778.2
ENST00000506893.1	8	ENSG00000112992.18
ENST00000522057.1	260	ENSG00000254340.2
ENST00000564919.1	9	ENSG00000140650.13
ENST00000619312.1	10	ENSG00000277053.4
ENST00000412871.1	21	ENSG00000227764.2
ENST00000496877.1	245	ENSG00000213431.4
ENST00000537541.1	1	ENSG00000205133.12
ENST00000327337.6	38	ENSG00000185958.10
ENST00000557271.5	9	ENSG00000185100.11
ENST00000665720.1	39	ENSG00000236501.6
ENST00000537427.5	52	ENSG00000006757.12
ENST00000385134.1	150	ENSG00000207869.1
ENST00000623868.1	59	ENSG00000279885.1
ENST00000559332.1	44	ENSG00000140395.9
ENST00000621635.4	6	ENSG00000010671.18
ENST00000459588.1	53	ENSG00000238482.1
ENST00000605244.5	2	ENSG00000005238.20
ENST00000578053.2	1	ENSG00000264743.2
ENST00000702649.1	28	ENSG00000270820.8
ENST00000624081.1	82	ENSG00000279493.1
ENST00000671620.1	12	ENSG00000224209.8
ENST00000422321.5	19	ENSG00000150867.14
ENST00000560391.1	61	ENSG00000259331.1
ENST00000652612.1	36	ENSG00000115221.12
ENST00000425110.1	20	ENSG00000223991.1
ENST00000448724.1	128	ENSG00000230157.1
ENST00000505545.5	4	ENSG00000034533.12
ENST00000364065.1	130	ENSG00000200935.1
ENST00000542705.1	16	ENSG00000177575.13
ENST00000651070.1	21	ENSG00000131778.20
ENST00000592864.3	23	ENSG00000141837.22
ENST00000656008.1	3	ENSG00000235092.7
ENST00000433453.1	109	ENSG00000204547.7
ENST00000520576.6	10	ENSG00000204949.11
ENST00000481537.1	76	ENSG00000178217.15
ENST00000502321.5	11	ENSG00000174123.11
ENST00000531482.2	28	ENSG00000182359.15
ENST00000412482.1	23	ENSG00000151690.15
ENST00000477774.2	4	ENSG00000081087.16
ENST00000439217.1	207	ENSG00000235462.1
ENST00000499502.3	879	ENSG00000246526.3
ENST00000647929.1	368	ENSG00000285879.1
ENST00000641312.1	17	ENSG00000172148.3
ENST00000691093.1	29	ENSG00000068615.20
ENST00000399831.7	14	ENSG00000197140.15
ENST00000629041.1	165	ENSG00000280836.1
ENST00000326925.11	45	ENSG00000178057.15
ENST00000492556.5	99	ENSG00000254413.8
ENST00000426584.5	20	ENSG00000107816.17
ENST00000467187.1	74	ENSG00000242797.3
ENST00000607641.3	32	ENSG00000227954.7
ENST00000565372.5	11	ENSG00000140386.13
ENST00000568620.5	22	ENSG00000159720.13
ENST00000686009.1	7	ENSG00000251136.11
ENST00000596985.1	24	ENSG00000130725.8
ENST00000561167.5	79	ENSG00000064835.12
ENST00000490576.1	58	ENSG00000138061.12
ENST00000610270.1	201	ENSG00000272576.1
ENST00000291009.4	61	ENSG00000159763.4
ENST00000421290.1	38	ENSG00000105877.19
ENST00000417732.1	93	ENSG00000229266.1
ENST00000503054.1	51	ENSG00000249454.1
ENST00000455248.1	118	ENSG00000234890.1
ENST00000558690.2	26	ENSG00000259256.2
ENST00000373956.7	31	ENSG00000150275.20
ENST00000592515.1	19	ENSG00000167671.12
ENST00000247306.4	60	ENSG00000126890.14
ENST00000385278.3	311	ENSG00000208013.3
ENST00000698935.1	177	ENSG00000289756.1
ENST00000534304.5	23	ENSG00000174501.15
ENST00000530992.1	90	ENSG00000226049.3
ENST00000549739.1	57	ENSG00000139651.11
ENST00000492560.6	4	ENSG00000059377.18
ENST00000416864.5	2	ENSG00000163719.20
ENST00000620688.2	99	ENSG00000275553.4
ENST00000504685.5	292	ENSG00000168671.10
ENST00000681253.1	20	ENSG00000158290.19
ENST00000485790.1	151	ENSG00000156304.15
ENST00000580873.1	101	ENSG00000265334.1
ENST00000379033.7	27	ENSG00000065665.21
ENST00000360085.6	88	ENSG00000131096.11
ENST00000459101.1	95	ENSG00000238880.1
ENST00000700178.1	49	ENSG00000182568.18
ENST00000334554.12	24	ENSG00000099904.16
ENST00000453156.3	30	ENSG00000231066.3
ENST00000567524.1	4	ENSG00000140682.19
ENST00000523002.1	39	ENSG00000253931.1
ENST00000525222.1	27	ENSG00000196914.9
ENST00000496206.5	13	ENSG00000163608.15
ENST00000577881.1	108	ENSG00000266365.1
ENST00000684443.1	14	ENSG00000182197.13
ENST00000421008.1	121	ENSG00000234744.1
ENST00000587769.1	31	ENSG00000134030.14
ENST00000533826.1	18	ENSG00000110080.20
ENST00000641887.1	41	ENSG00000042304.13
ENST00000623062.1	60	ENSG00000278973.1
ENST00000596911.5	24	ENSG00000142303.14
ENST00000477647.1	134	ENSG00000138463.9
ENST00000602595.1	45	ENSG00000270016.1
ENST00000587856.1	6	ENSG00000184922.15
ENST00000649895.1	14	ENSG00000134371.14
ENST00000507652.5	43	ENSG00000168594.15
ENST00000652233.1	10	ENSG00000109686.19
ENST00000619750.1	22	ENSG00000254245.3
ENST00000506336.1	59	ENSG00000249577.1
ENST00000358523.9	22	ENSG00000197124.12
ENST00000411933.1	170	ENSG00000231241.1
ENST00000448869.1	24	ENSG00000229953.1
ENST00000650831.1	8	ENSG00000181544.16
ENST00000390323.2	177	ENSG00000211677.2
ENST00000455716.1	132	ENSG00000236141.2
ENST00000416685.1	11	ENSG00000235779.8
ENST00000541941.5	37	ENSG00000118961.15
ENST00000252071.8	7	ENSG00000106526.11
ENST00000329621.6	41	ENSG00000183640.6
ENST00000435163.5	41	ENSG00000223891.7
ENST00000589050.1	41	ENSG00000141425.18
ENST00000446686.1	72	ENSG00000232762.1
ENST00000469822.1	16	ENSG00000114473.14
ENST00000384469.1	211	ENSG00000207198.1
ENST00000670819.1	14	ENSG00000236501.6
ENST00000618602.1	98	ENSG00000278591.1
ENST00000687119.1	45	ENSG00000289084.1
ENST00000553618.1	71	ENSG00000258988.1
ENST00000416748.1	130	ENSG00000226285.1
ENST00000472648.1	13	ENSG00000160584.17
ENST00000476860.1	50	ENSG00000118855.21
ENST00000515255.5	9	ENSG00000138780.15
ENST00000477591.1	20	ENSG00000213533.13
ENST00000374571.5	17	ENSG00000181191.12
ENST00000582069.1	111	ENSG00000264037.1
ENST00000414254.1	237	ENSG00000214282.3
ENST00000544154.1	16	ENSG00000169246.17
ENST00000590346.5	72	ENSG00000261040.9
ENST00000534772.2	6	ENSG00000103051.21
ENST00000469188.1	41	ENSG00000095015.6
ENST00000369462.5	32	ENSG00000185515.16
ENST00000433526.1	25	ENSG00000225527.1
ENST00000367634.7	10	ENSG00000116191.19
ENST00000567872.1	81	ENSG00000260675.1
ENST00000691215.1	21	ENSG00000233621.3
ENST00000584511.1	76	ENSG00000264127.1
ENST00000588612.5	20	ENSG00000232295.7
ENST00000512993.1	14	ENSG00000145147.20
ENST00000555901.1	38	ENSG00000165555.10
ENST00000561333.1	41	ENSG00000249961.10
ENST00000677902.1	13	ENSG00000107897.20
ENST00000468450.5	28	ENSG00000198346.11
ENST00000688593.1	26	ENSG00000165732.14
ENST00000565531.1	59	ENSG00000260237.1
ENST00000586600.5	20	ENSG00000104957.14
ENST00000467076.5	15	ENSG00000160752.15
ENST00000464183.1	43	ENSG00000267060.7
ENST00000571514.5	31	ENSG00000157353.17
ENST00000425175.5	5	ENSG00000080493.19
ENST00000623734.1	98	ENSG00000278957.1
ENST00000508313.3	16	ENSG00000248319.4
ENST00000585299.1	27	ENSG00000082641.16
ENST00000608113.2	10	ENSG00000272606.2
ENST00000589444.1	14	ENSG00000175354.20
ENST00000584515.1	37	ENSG00000169733.12
ENST00000593126.5	23	ENSG00000104915.15
ENST00000529502.5	46	ENSG00000147654.16
ENST00000402173.1	65	ENSG00000219190.1
ENST00000515774.5	5	ENSG00000164306.11
ENST00000604597.1	133	ENSG00000271511.1
ENST00000546932.5	17	ENSG00000121749.16
ENST00000455123.5	10	ENSG00000105854.13
ENST00000547660.5	28	ENSG00000050426.16
ENST00000383680.4	135	ENSG00000186265.10
ENST00000533127.5	56	ENSG00000110075.15
ENST00000474926.5	24	ENSG00000116793.16
ENST00000085068.7	2	ENSG00000063241.8
ENST00000663639.1	7	ENSG00000253103.2
ENST00000564345.5	13	ENSG00000103168.17
ENST00000369880.8	127	ENSG00000214435.9
ENST00000601023.2	19	ENSG00000105750.15
ENST00000244820.2	705	ENSG00000124835.2
ENST00000674251.1	3	ENSG00000132185.18
ENST00000481470.5	18	ENSG00000136068.16
ENST00000647643.1	69	ENSG00000285934.1
ENST00000506850.5	38	ENSG00000168685.15
ENST00000364278.1	117	ENSG00000201148.1
ENST00000607230.1	7	ENSG00000145979.18
ENST00000675895.1	7	ENSG00000288638.1
ENST00000508097.1	26	ENSG00000250814.3
ENST00000621842.4	60	ENSG00000277654.6
ENST00000672837.1	47	ENSG00000093009.11
ENST00000481129.1	14	ENSG00000107816.17
ENST00000367829.5	44	ENSG00000213064.10
ENST00000398190.2	99	ENSG00000214362.2
ENST00000412213.1	94	ENSG00000234234.1
ENST00000509911.3	49	ENSG00000250850.3
ENST00000510398.1	44	ENSG00000152953.13
ENST00000487178.1	24	ENSG00000153827.14
ENST00000624373.1	84	ENSG00000280037.1
ENST00000550442.5	21	ENSG00000050426.16
ENST00000603089.1	83	ENSG00000271686.1
ENST00000466801.5	8	ENSG00000187514.17
ENST00000517917.5	25	ENSG00000104365.16
ENST00000629089.1	9	ENSG00000197694.18
ENST00000669030.1	36	ENSG00000259072.2
ENST00000559695.1	307	ENSG00000259192.1
ENST00000510604.1	199	ENSG00000188242.4
ENST00000568471.1	90	ENSG00000260605.1
ENST00000497755.1	21	ENSG00000169504.15
ENST00000695472.1	61	ENSG00000115761.17
ENST00000426364.5	112	ENSG00000224107.5
ENST00000579503.1	121	ENSG00000264474.1
ENST00000433136.1	205	ENSG00000234448.1
ENST00000361847.7	21	ENSG00000080823.23
ENST00000479777.1	17	ENSG00000204385.13
ENST00000262288.8	23	ENSG00000121064.13
ENST00000621745.1	47	ENSG00000283950.1
ENST00000411856.1	158	ENSG00000197462.3
ENST00000661508.1	94	ENSG00000286712.1
ENST00000261339.10	20	ENSG00000069493.15
ENST00000701309.1	10	ENSG00000174365.22
ENST00000616755.1	121	ENSG00000275710.1
ENST00000605823.1	165	ENSG00000270736.1
ENST00000419579.2	49	ENSG00000180172.7
ENST00000615419.1	35	ENSG00000277579.1
ENST00000652515.1	39	ENSG00000136010.14
ENST00000565846.2	147	ENSG00000261072.2
ENST00000636634.1	26	ENSG00000283444.1
ENST00000433312.1	130	ENSG00000224860.1
ENST00000438867.1	331	ENSG00000234191.1
ENST00000562026.1	45	ENSG00000066813.14
ENST00000426640.2	188	ENSG00000237140.2
ENST00000448580.1	128	ENSG00000231081.1
ENST00000699579.1	16	ENSG00000081087.16
ENST00000002501.11	182	ENSG00000003249.15
ENST00000603271.1	147	ENSG00000268750.7
ENST00000605437.1	12	ENSG00000270820.8
ENST00000528736.1	72	ENSG00000099849.15
ENST00000515440.5	20	ENSG00000168785.8
ENST00000603006.1	54	ENSG00000270846.1
ENST00000559363.3	345	ENSG00000259582.4
ENST00000489526.1	8	ENSG00000107816.17
ENST00000636321.1	155	ENSG00000283338.1
ENST00000522537.5	50	ENSG00000080823.23
ENST00000560825.5	39	ENSG00000104064.18
ENST00000666715.1	211	ENSG00000287756.1
ENST00000659596.1	42	ENSG00000236714.3
ENST00000518183.5	4	ENSG00000104497.15
ENST00000592454.1	97	ENSG00000108784.10
ENST00000566277.2	226	ENSG00000260290.2
ENST00000637819.1	8	ENSG00000141837.22
ENST00000547174.1	100	ENSG00000258253.1
ENST00000457116.1	149	ENSG00000232031.1
ENST00000465295.1	99	ENSG00000242747.1
ENST00000636219.1	13	ENSG00000117713.21
ENST00000426178.1	56	ENSG00000238022.2
ENST00000590290.2	52	ENSG00000237054.9
ENST00000361794.7	1	ENSG00000198945.8
ENST00000445912.5	14	ENSG00000049540.19
ENST00000701315.1	20	ENSG00000226791.9
ENST00000427439.1	202	ENSG00000233410.1
ENST00000505254.6	20	ENSG00000249669.12
ENST00000519298.1	25	ENSG00000172164.15
ENST00000636536.1	97	ENSG00000283205.1
ENST00000482027.1	85	ENSG00000239835.1
ENST00000531678.1	68	ENSG00000255374.3
ENST00000440195.2	26	ENSG00000180747.15
ENST00000230895.11	41	ENSG00000112977.16
ENST00000609567.1	71	ENSG00000272920.1
ENST00000429771.1	219	ENSG00000224647.2
ENST00000481440.5	21	ENSG00000059377.18
ENST00000585981.6	30	ENSG00000108946.16
ENST00000370872.7	20	ENSG00000116791.14
ENST00000526965.1	37	ENSG00000254524.1
ENST00000518800.5	10	ENSG00000066855.16
ENST00000541394.5	25	ENSG00000185480.12
ENST00000597189.1	30	ENSG00000163075.13
ENST00000386745.1	30	ENSG00000209480.1
ENST00000676489.1	21	ENSG00000168615.13
ENST00000373463.8	37	ENSG00000121900.19
ENST00000662863.1	31	ENSG00000226674.11
ENST00000617332.4	7	ENSG00000105388.17
ENST00000636175.1	147	ENSG00000283239.1
ENST00000254653.9	27	ENSG00000132321.17
ENST00000484572.2	47	ENSG00000112782.19
ENST00000479160.1	132	ENSG00000215717.7
ENST00000467396.1	28	ENSG00000198917.13
ENST00000600089.1	77	ENSG00000269588.1
ENST00000511479.1	83	ENSG00000229204.3
ENST00000600697.1	5	ENSG00000186230.7
ENST00000487020.5	24	ENSG00000070882.13
ENST00000444529.1	77	ENSG00000182873.5
ENST00000577949.6	69	ENSG00000273173.6
ENST00000698875.1	19	ENSG00000149781.14
ENST00000637147.1	62	ENSG00000151131.11
ENST00000558849.1	10	ENSG00000172379.22
ENST00000683293.1	25	ENSG00000106462.12
ENST00000638589.1	23	ENSG00000153187.20
ENST00000590558.5	15	ENSG00000196365.12
ENST00000685513.1	3	ENSG00000165732.14
ENST00000358748.1	84	ENSG00000196979.1
ENST00000543778.1	29	ENSG00000256499.2
ENST00000431492.2	242	ENSG00000226723.2
ENST00000532554.5	47	ENSG00000121680.16
ENST00000576664.5	64	ENSG00000091622.16
ENST00000550293.1	42	ENSG00000257802.1
ENST00000474212.5	56	ENSG00000064989.13
ENST00000677703.1	14	ENSG00000115053.17
ENST00000253458.12	10	ENSG00000131149.19
ENST00000650621.1	64	ENSG00000285808.1
ENST00000583078.1	242	ENSG00000266719.1
ENST00000622628.1	56	ENSG00000275457.1
ENST00000502397.5	10	ENSG00000179387.10
ENST00000464431.1	9	ENSG00000114626.18
ENST00000495901.1	9	ENSG00000077044.11
ENST00000611375.1	109	ENSG00000277129.1
ENST00000384173.1	118	ENSG00000206900.1
ENST00000636554.1	144	ENSG00000066654.14
ENST00000393008.7	7	ENSG00000090263.16
ENST00000580060.1	91	ENSG00000265182.1
ENST00000486147.1	12	ENSG00000010704.19
ENST00000408644.1	121	ENSG00000276642.1
ENST00000639327.1	26	ENSG00000284428.1
ENST00000493997.1	8	ENSG00000214595.13
ENST00000537864.5	22	ENSG00000124194.17
ENST00000546350.1	21	ENSG00000161714.12
ENST00000651608.1	59	ENSG00000213753.11
ENST00000666354.1	20	ENSG00000265749.6
ENST00000524129.5	25	ENSG00000253972.6
ENST00000581948.1	66	ENSG00000265038.1
ENST00000475540.1	123	ENSG00000198887.9
ENST00000392302.7	13	ENSG00000198400.13
ENST00000478958.5	5	ENSG00000124831.20
ENST00000563747.1	98	ENSG00000259793.1
ENST00000624984.1	61	ENSG00000280004.1
ENST00000588843.1	230	ENSG00000267800.1
ENST00000504309.5	9	ENSG00000073578.18
ENST00000557846.5	61	ENSG00000136425.14
ENST00000563505.5	17	ENSG00000103266.11
ENST00000616940.1	16	ENSG00000277654.6
ENST00000574940.5	16	ENSG00000140987.21
ENST00000689263.2	15	ENSG00000288996.2
ENST00000490477.1	146	ENSG00000145088.9
ENST00000668371.1	3	ENSG00000236714.3
ENST00000397165.7	4	ENSG00000197124.12
ENST00000582372.1	126	ENSG00000265981.1
ENST00000505912.1	11	ENSG00000073331.18
ENST00000648938.1	103	ENSG00000285718.2
ENST00000396172.6	12	ENSG00000198563.14
ENST00000507986.1	237	ENSG00000234865.3
ENST00000438629.2	231	ENSG00000233551.2
ENST00000667986.1	7	ENSG00000227764.2
ENST00000594127.5	34	ENSG00000197124.12
ENST00000593906.1	9	ENSG00000130758.8
ENST00000504145.6	21	ENSG00000251136.11
ENST00000583597.5	7	ENSG00000011028.14
ENST00000644242.1	112	ENSG00000216775.4
ENST00000592949.5	14	ENSG00000167685.15
ENST00000604692.1	92	ENSG00000270956.1
ENST00000649408.2	20	ENSG00000160710.18
ENST00000368408.4	98	ENSG00000143590.14
ENST00000262970.9	16	ENSG00000089847.13
ENST00000531240.5	11	ENSG00000174996.12
ENST00000394682.2	80	ENSG00000213519.2
ENST00000511727.1	57	ENSG00000249950.1
ENST00000465593.1	18	ENSG00000105877.19
ENST00000638065.1	249	ENSG00000283493.1
ENST00000361453.3	107	ENSG00000198763.3
ENST00000314133.4	38	ENSG00000176340.4
ENST00000478024.1	21	ENSG00000106479.11
ENST00000467158.1	143	ENSG00000242151.1
ENST00000415736.1	108	ENSG00000226181.1
ENST00000676106.1	13	ENSG00000148356.15
ENST00000592032.1	32	ENSG00000267225.1
ENST00000399480.2	316	ENSG00000215037.2
ENST00000636483.1	43	ENSG00000197694.18
ENST00000304979.8	9	ENSG00000171960.12
ENST00000307403.6	7	ENSG00000184863.11
ENST00000536405.5	69	ENSG00000124915.10
ENST00000337000.12	37	ENSG00000225697.13
ENST00000654856.1	29	ENSG00000231040.3
ENST00000507801.1	46	ENSG00000125089.18
ENST00000413365.1	50	ENSG00000223782.1
ENST00000586394.1	75	ENSG00000267274.1
ENST00000603842.1	72	ENSG00000270415.1
ENST00000416321.5	12	ENSG00000166153.17
ENST00000474600.1	177	ENSG00000185219.18
ENST00000621311.1	20	ENSG00000272398.6
ENST00000426192.1	59	ENSG00000232165.1
ENST00000534366.5	4	ENSG00000179832.18
ENST00000555724.5	18	ENSG00000100479.14
ENST00000653169.1	71	ENSG00000157193.18
ENST00000321680.11	386	ENSG00000164506.15
ENST00000444380.5	4	ENSG00000168890.14
ENST00000427339.1	119	ENSG00000232188.1
ENST00000587138.5	109	ENSG00000267316.5
ENST00000483525.2	11	ENSG00000240405.7
ENST00000560597.1	17	ENSG00000074603.19
ENST00000590718.1	233	ENSG00000267482.1
ENST00000558298.5	34	ENSG00000137815.15
ENST00000463763.6_PAR_Y	21	ENSG00000169093.16_PAR_Y
ENST00000549569.1	27	ENSG00000013503.10
ENST00000652926.1	177	ENSG00000286937.1
ENST00000349258.8	96	ENSG00000136114.17
ENST00000328882.6	113	ENSG00000184140.6
ENST00000486570.2	7	ENSG00000112782.19
ENST00000476176.5	11	ENSG00000078070.14
ENST00000500009.3	10	ENSG00000246375.5
ENST00000377086.5	6	ENSG00000054523.20
ENST00000491460.5	16	ENSG00000091704.10
ENST00000423621.2	281	ENSG00000224851.2
ENST00000555674.1	14	ENSG00000185100.11
ENST00000601159.5	219	ENSG00000261857.7
ENST00000465558.5	7	ENSG00000135912.11
ENST00000651397.1	31	ENSG00000186047.11
ENST00000431070.6	114	ENSG00000229009.7
ENST00000515330.5	14	ENSG00000073331.18
ENST00000472485.5	20	ENSG00000229972.9
ENST00000551332.1	16	ENSG00000257137.7
ENST00000408328.1	46	ENSG00000221255.1
ENST00000685759.1	130	ENSG00000288979.1
ENST00000340722.8	9	ENSG00000213231.13
ENST00000617874.5	14	ENSG00000167085.14
ENST00000526336.1	6	ENSG00000100557.10
ENST00000539117.5	71	ENSG00000187950.9
ENST00000610572.1	34	ENSG00000274238.1
ENST00000561492.1	22	ENSG00000260688.1
ENST00000671571.1	230	ENSG00000287126.1
ENST00000578539.1	123	ENSG00000264853.1
ENST00000431543.6	27	ENSG00000112769.20
ENST00000437613.1	10	ENSG00000041802.11
ENST00000435390.2	119	ENSG00000225401.2
ENST00000446413.6	12	ENSG00000115290.11
ENST00000660125.1	25	ENSG00000205634.7
ENST00000390227.1	56	ENSG00000211582.1
ENST00000528861.1	59	ENSG00000166575.17
ENST00000440282.5	60	ENSG00000165626.19
ENST00000333881.3	42	ENSG00000244057.5
ENST00000686555.1	4	ENSG00000174407.15
ENST00000509208.1	66	ENSG00000181789.14
ENST00000366848.5	8	ENSG00000185842.16
ENST00000684207.1	27	ENSG00000164610.10
ENST00000602615.1	172	ENSG00000270062.1
ENST00000621783.4	5	ENSG00000085719.13
ENST00000656564.1	70	ENSG00000231040.3
ENST00000514974.1	46	ENSG00000138778.14
ENST00000466185.1	22	ENSG00000112739.17
ENST00000507166.5	211	ENSG00000282278.1
ENST00000579303.5	5	ENSG00000109016.18
ENST00000562538.1	139	ENSG00000260246.1
ENST00000617876.4	14	ENSG00000125814.17
ENST00000431405.1	198	ENSG00000229250.1
ENST00000240101.2	116	ENSG00000120875.9
ENST00000436286.2	167	ENSG00000231703.2
ENST00000655144.2	12	ENSG00000251136.11
ENST00000585271.1	117	ENSG00000265734.1
ENST00000451378.2	53	ENSG00000178057.15
ENST00000427277.7	1	ENSG00000165238.17
ENST00000696101.1	30	ENSG00000289698.1
ENST00000549284.2	307	ENSG00000257356.2
ENST00000700584.1	10	ENSG00000135341.19
ENST00000516147.1	79	ENSG00000251956.1
ENST00000619633.1	32	ENSG00000276514.1
ENST00000531123.5	29	ENSG00000116497.18
ENST00000639852.1	2	ENSG00000198198.17
ENST00000348403.10	16	ENSG00000165209.19
ENST00000545522.2	39	ENSG00000064490.14
ENST00000542055.5	43	ENSG00000177675.9
ENST00000639966.1	11	ENSG00000087258.16
ENST00000508628.6	382	ENSG00000173821.20
ENST00000699340.1	36	ENSG00000147654.16
ENST00000422463.1	170	ENSG00000227350.1
ENST00000359695.4	61	ENSG00000196143.4
ENST00000542242.1	26	ENSG00000013573.17
ENST00000657893.1	113	ENSG00000287281.1
ENST00000510619.2	42	ENSG00000251194.2
ENST00000604299.1	43	ENSG00000270992.1
ENST00000411293.1	216	ENSG00000223225.1
ENST00000545732.1	12	ENSG00000010292.13
ENST00000404190.3	91	ENSG00000204021.5
ENST00000364623.1	38	ENSG00000201493.1
ENST00000505364.1	24	ENSG00000196810.5
ENST00000480166.3	31	ENSG00000277062.1
ENST00000699414.1	33	ENSG00000116044.17
ENST00000503788.5	19	ENSG00000145495.16
ENST00000594569.1	16	ENSG00000130758.8
ENST00000556806.1	7	ENSG00000258995.1
ENST00000512997.5	59	ENSG00000204176.14
ENST00000514113.1	103	ENSG00000251601.1
ENST00000531606.2	19	ENSG00000198400.13
ENST00000469035.1	39	ENSG00000241307.1
ENST00000525873.5	37	ENSG00000137216.19
ENST00000620210.1	34	ENSG00000275954.5
ENST00000625071.1	96	ENSG00000278946.1
ENST00000423760.6	2	ENSG00000106443.17
ENST00000553305.1	141	ENSG00000258408.1
ENST00000623301.1	4	ENSG00000226791.9
ENST00000381151.5	77	ENSG00000198743.7
ENST00000485258.1	19	ENSG00000243904.1
ENST00000452412.1	29	ENSG00000233860.2
ENST00000679749.1	61	ENSG00000058056.10
ENST00000534329.1	44	ENSG00000110700.7
ENST00000377921.7	123	ENSG00000148484.18
ENST00000509082.1	5	ENSG00000073578.18
ENST00000508231.1	51	ENSG00000213331.4
ENST00000594361.1	22	ENSG00000105379.10
ENST00000469469.1	14	ENSG00000115841.21
ENST00000537356.3	134	ENSG00000166707.12
ENST00000315915.5	144	ENSG00000176281.5
ENST00000686675.1	37	ENSG00000289413.1
ENST00000496718.1	7	ENSG00000142657.21
ENST00000415609.6	15	ENSG00000144744.17
ENST00000654773.1	196	ENSG00000288002.1
